,title,reviews_number,reviews_id,reviews_content
59,哪吒之魔童降世,10,neovaliane,"A complete and intelligent storyline, live characters, and lots lots of love. I cannot help but compare it to Wall-E, Toy Story 3, or Zootopia. It is as entertaining, touching, but also different. I can enjoy the movie fully because I am a native Chinese speaker, and I hope the translation can get the essence of the story, so more people can enjoy it. Recommend!"
60,哪吒之魔童降世,11,henryau-29344,"...from my initial impressions. Thought it would be a bomb knowing nothing about the film judging by the trailer and poster, only interested in the mythology of Ne Zha. And damn, it was entertaining, fast paced full of slapstick humor and action, although the first few minutes had some slight cringe you might expect from a Chinese animation, but that quickly goes away.The visuals and 3d were spectacular. I'd say on the level of Dreamworks, somewhat near Pixar at times, although there were moments especially the dragons that were pretty bad, and 1 or 2 scenes that made my eyes spasm a bit from weird 3d movement. I first thought the initial character designs were like some weird Naruto-esk spinoff with the child NeZha looking a bit ugly, plus tropey action scenes. But it's one of those cases where watching it is much better than the lower quality trailers I came across, and none of the action was corny with emo characters trying too hard to act cool.The subtitles can pass by VERY fast and/or get lost against the background, so get ready to read fast. I'm left with some questions on the origin story which deviates a little from what I read, but there's enough to stay true to the mythos. There are even some moving, touching scenes with NeZha and his parents. Can't wait for the sequel which multiple end credits scenes point to."
61,哪吒之魔童降世,12,williamsong-19226,"Very exotic while the aesthetic definitely wouldn't turn western audience off. Great animation, you can tell the budget is substantial, I would say that the production value is at least on par with Pixar. Surprisingly good film."
62,哪吒之魔童降世,13,lindaoyang,"This is a very good looking animated film. The various special effects are very exquisite, the language is humorous and full of emotions, but it is not in English, which is not conducive to the audience to better understand the story. The Chinese flavor of the plot is strong, and the overall feeling is still very good."
63,哪吒之魔童降世,14,kenthesweet,"I speak very little Chinese, but I saw this film with my girlfriend (native speaker) at the cinema. She helped me understand plot points and certain dialogue that I was struggling with. This film is a great step in the right direction for the Chinese 3D animation industry, but in no way is it worthy of a 10/10. This film falls drastically short of the high bar set by films like those from Pixar.The good:-The landscapes and effects are bright and beautiful-The voice acting is solid-Some of the humor works even despite the language barrierThe bad:-Most of the characters look like they're from different movies. The juxtaposition between young/transformed Nezha, his parents, the bad guy and the villagers just feels off. This film would benefit from more consistent character design.-Some of the jokes are based more on Chinese meme culture, and as all of us know in the west, using memes in films is lazy pandering and sure to age very poorly.-There are some emotional cliches regarding sacrifice and character reactions to events in the film. These things have been done a million times before and they are not exceptional here at the least.
All in all, I thought the film was decent. It was fun and looked a lot better than most 3D animation in China. But oh man are people riding the hype train on this one! It's really not a perfect or even great movie, but it is a step in the right direction. Hopefully Chinese films in the future will build off of this and produce films that are worthy of being called true classics, Chinese or worldwide."
64,哪吒之魔童降世,15,Charlotte-666,"This movie has grossed 4.1 billion yuan in China! (Don't ask me why I know) I have a Chinese nearby who flew to his hometown specially to see. She told me that it is really very nice! ! ! (Although the production cost is only 60 million RMB), many stars have imitated it on China's microblog, which shows that it is very popular!"
65,哪吒之魔童降世,16,zhu_wenzhen,"It's a cartoon based on traditional Chinese myth, but I personally think it's as deep as Zootopia, in this movie, it discusses prejudices against stereotypes and self-identity under hatred, and made me think a lot about racial and gender discrimination.""If fate isn't fair, fight it till the end."" I cried all over the second half of this movie. As a minority of being Asian and woman in male-dominated tech industry, I can totally relate."
66,哪吒之魔童降世,17,briankelp,"I just watched ""Nezha"" and it was one of my most favorite movies I have seen in the past year. The animation was extremely well made, with only a few frames where an effect was not lined up with the object, but other than that, it was amazing.The movie was able to invoke emotion within me, which is something that not even ""Infinity War"" was able to do."
67,哪吒之魔童降世,18,Stevenmengxf,"First of all, I must say it's the best Chinese movie ever! I also stress it's best from China, and based on Chinese culture. So I don't feel surprised that many westerners don't understand or like this movie. But I insist to recommend you to watch if you have interest in China or Chinese culture, of course also if you like to enjoy the good movie.
We all have our vision to the world based on different culture and religion, which makes the world colorful and splendid. So we respect the difference of each culture. As I remember, when I saw some heroical movies such as Batman, it made me sleepy. There are many other examples of this. After some years, I know more and more western cultures, I began to like some American movies, although there are still some that never could be my taste.
All in all, I just want to say, don't feel surprise many people like this movie but you don't. If you haven't watch it, I recommend you to."
68,哪吒之魔童降世,19,iChuan-6324upup,"Nothing to say, CHONG JIU WAN SHI LE ,the box office will be exceed 5 billion.CHONG CHONG CHONG"
69,哪吒之魔童降世,20,yubing-94268,Best Chinese animation ever! It makes you laugh and cry.
70,哪吒之魔童降世,21,djlljd-08405,"After the White Snake, Monkey King, now Nezha is coming as new/best one of these series.Nice job.BTW it only comes with English subtitle, and mannnnnny funny point are sadly lost by translation. But it's still worth enough to watch."
71,哪吒之魔童降世,22,ivypetal,"It has strong morals and an unpredictable plot, but some parts may come off a little too preachy and repeating."
72,哪吒之魔童降世,23,htao-14673,"The exquisite and affectionate friendship and portrayal, the bright picture, the anti-traditional surprise story, and the exciting lines. Very worthy of the whole family."
73,哪吒之魔童降世,24,westsideschl,"I can find little fault in this production, and especially surprising how open & diverse the characters were for coming out of China. Storytelling was intelligent, sardonic, humorous, poignant. English voicing, often shaky in Asian films, was quite modern Western & culturally appropriate. Above all, the animation quality was nearly as good as it gets lacking only in individualized detail, but I didn't really miss it (e.g. in animals/humans the hair, skin subtleties were missing as well as detail in background objects). A huge plus were all the scenes, creatively conceived, I've never seen before in an animated film in this genre.
My main criticism is the excessive time devoted to Ne Zha's worst behaviors."
74,哪吒之魔童降世,25,zhaoxue-60451,"I dont like cartoons actually, but it is said that this is is soooo good. So i decided to give it a try and it turns out to be an awesome movie. Worth the ticket and highly recommend watching it."
75,白银帝国,1,drumax-759-417828,"First off this movie LOOKS great. The cinematography, the period costumes, the landscapes and the sets were masterfully done in exacting details giving the movie a genuine feel of the period (Late Imperial China during the Boxer Rebellion). It is an historical drama as well as a tragic love story telling of a pivotal time in a family. The gravity of the film never lets up and the drama is, at some points, a bit over the top but the subject matter, the crumbling of a banking family by external and internal problems, is a heavy one. This movie comes with some very harsh scenes and will not be for everyone but those who enjoy well shot, well acted (if not a bit over the top on the drama), and well set period pieces with a touch of history will like the movie. I did."
76,白银帝国,2,azrael_land,"This is the story of the son who is forced to take over family business, and a development of his relation with his father. Each of them represents a different moral. The father is the caretaker, he wishes to continue his family line and fortune and represents conservative values. While the son is more of an individual concerned with his conscience and the suffering of the people around him. He will not sacrifice his family about them, but he is willing to sacrifice his family's fortune. The plot is even more intriguing because the father and the son have known the same woman which one marries while the other loves. On the other hand the movie fails to inform the viewer about the main historic events that direct the events of the movie, but are barely mentioned. Also there are some personages, like the two managers that appear in two many fragments without justifying the shallow development of their personages. Personally I like it's good moral ending, though it might be a little artificial."
77,白银帝国,3,Thepastgazette,Typical Chinese movie: historically false and exaggerated in the sensitivity and depth of the characters. Interesting but distorted historical setting and boring.
78,白银帝国,4,dbborroughs,"Beautiful to look at epic from China that is sort of the cinematic equivalent to a trashy summer read by way of a Russian novel.Told in flashback the film concerns a wealthy banking family many centuries old. There are four brothers. One is a kind deaf mute, One is a cruel master, the third is artistic and hated by the father and the forth is to get the banks...through circumstances best left to the soap opera the hated third son is forced to choose between the life he wants and taking over the family business. Oh yea, I believe his step mom his an ex-girlfriend and its all coming to boil about the time of the boxer rebellion.If you think I completely understood what happened you're mad. There are lots of plot lines, many of which seem to appear and disappear randomly. And with many plot lines comes many characters and somewhere along the way I got really lost.Okay, yes I shouldn't have watched this knowing I was going to be up past 2 AM - but I was curious--and yes I probably should have stopped when I realized I was at sea- but I didn't and I pressed on...My feeling is its a great looking mess of a movie that should have been longer or remained a novel. The ending left me going- thats it? Apparently.Then again I was never much for soap operas on a grand scale so I was probably the wrong audience for this.I'd take a pass unless you really love soap operas or want to see a film that visually is a complete and total work of art.."
79,白银帝国,5,huyzer,"My nephew votes this movie to be an 8 out of 10. For point of reference, he is 14 years old, and is going to be in 9th grade after Summer.So, I asked what he liked about the movie: He liked the storyline and the ending. The main characters were really good actors. It was just a good movie overall. He warns, ""JUST DON'T WATCH THE TRAILER. It made the movie look bad.""Now, me, his uncle, this is what I think: If you're an empathetic person, and can ""live vicariously"" through the characters and understand their situation, you will be moved by many scenes in the movie. I, myself, was forming some tears in a few scenes.It is a family drama, and is realistic. Being Asian, I can empathize with the cultural dynamics.Some fun facts direct from the director. :) (If my notes and hearing are correct):The movie was shot in 4 and 1/2 months. (Wow, that's fast! BUT, the movie is very professionally made, done with love and attention. The scenes are beautiful visually. The locations, wow!)From preproduction work, to shooting, to editing and post, was a total of 6 years. (That's a LOT of work.)It was filmed in China in 13 cities, 13 provinces, and on 46 sets.The film has been to 14 festivals, and has won 19 awards.200 tons of red earth had to be carried manually by people, up the hill/mountainside to disguise an asphalt road for a scene.********* SPOILER: Don't quote me on this, but the street scene where one lady (wife?) was kidnapped, had 600(? maybe it wasn't the scene, but total in costume department? Sorry, I can't remember.) costumes in it! Talk about a major wardrobe/costuming department. SPOILER end **********Christina Yao, the director, is such a nice lady. :D Thank you for sharing your time, stories, and answering all our questions. It was a terrific, interesting, and informative experience for my nephew and me. Your 3 hours with our small group of 12 was over and above expectations. Thank you! Take care, Huy"
80,大明劫,1,Quannianjiexia,"As the Ming Studies said, ""ChuanTing died lead the fall of the Ming Dynasty.""
It's true. The extinction is not an accident but a historical necessity. The collapse of the Ming Dynasty was caused by factors such as famine, plague, eunuch, roving bandits, Later Jin dynasty... These are not a temporary disaster but also a long-standing disadvantage. Sun chuanting is undoubtedly the last hope of the Ming Dynasty when the dynasty is falling. It's just like what Li Youke said in the film, ""severe cases can't be treated with a strong medicine."" This is the sorrow of the Ming Dynasty with over 300 years, and also the sadness of Chinese history."
81,绣春刀,1,TheCalcium,"I watch a lot of Wuxia movies and Japanese war/Sengoku/Restoration ones. This includes shorts, fully fledged full motions, and animation.While many fail to provide a relevant plot line, or have a messy script, ""Brotherhood of Blades"" manages to satisfy the *unprofessional* eye.Fighting sequences Unlike during the classic ""Crouching Tiger, Hidden Dragon"", here you get fights and jumps which seem reasonable. For those of you who are interested in the Asian martial arts, you will see that they have focused on hits and slashes used in some of them. The mass fights are somewhat ""wait for one to fall, attack after that"" for the enemy, but still satisfying. Music This is the only area in which the movie ended-up being like a dud bomb. My personal opinion is that the ""epic"" musical pieces which accompanied my watching the movie were misplaced. Most of the times they were too epic for the scene they represented. However, when there was real need for an epic piece, it failed to deliver.Romance As we have three main male characters, we also have three main romantic endeavours. These micro-stories focus on two entirely different women and a career. (Yes, I just called the career something of a romantic companion). Both love stories seemed classic for the age in which the movie is set, and the overall attitude of the female characters was pleasurable to watch.Overall Plot Lines In reality, the movie pays little to no attention to the very Manchurian vs Han war, although it is key in a specific scene. The whole story is mainly focused on the three assassins, as hinted to by the title. Instead, we focus on a certain piece of the shared story of three imperial assassins. They encounter corruption, theft, treason, conspiracy, death of a close one, and more. Now, about the Western feel - I do believe this movie is not a typical Wuxia representative, as it does use a lot of exceptionally pretty effects to enforce the colours, some battle scenes and blood splatter. However, it does not by any means seem to me to be too un-Chinese (if there is such a thing). Disclaimer: This is my first full IMDb review. Bear with me and my non-professional take on things :)"
82,绣春刀,2,quincytheodore,"With the betrayal and corruption theme, Brotherhood of the Blades resembles a gangster movie set in modern era, though the choice on making it with martial art effect was a sound one. It delivers the story with different perspectives of the main characters equally, as well as admirable action sequences. Nonetheless, it is bogged down by a couple of unrealistic characterizations. There are several subplots which are simply hard to relate to, especially when these characters act in such excessively theatrical manner.Story revolves around three brothers who work as elite officers, occasionally moonlighting as assassins. Despite the dangerous line of work, they are still troubled by various issues, mostly pertaining money. When a chance to gain riches comes, with life-threatening conspiracy behind it, they must decide how to deal with the precarious situation. The film is at its best when it depicts the three leads continuously.Each of them has their own problem, their actions have further consequences that affect the others. This results in a mild wit battle against the villain, though it's not fully realized. Acting for the leading role is good, these brothers are sympathetic and easy to cheer for, mainly since everyone else is completely corrupt. Unfortunately, this shared spotlight doesn't always work. At some points the subplots are reaching too far and the acting performance suffer from it.Supporting characters like the courtesan occasionally acts in blank stare or unidentifiable emotion. Others seem like they are shoehorned to bolster the cast or vilified just for the sake of creating unlikeable personas. Not only that, these on-screen characters also make awful decisions. For a movie with a lot tension and drama, these moments feel forced and exhausting to watch.Choreography is still great, a boon for martial art movie. The action moves fluidly and precisely. I personally like how the film is very confident on how it uses terrains or weapons for the spectacle. Brotherhood of Blades could've been better if it had used more restraint on a couple of its subplots, nevertheless the mix of crime drama and stylish martial art will entertain the fans of this genre."
83,绣春刀,3,lyx-1,"This is one of the best Chinese period movie by far. The tale has enough plot twists to hold the audience's interest, the action is not too CGI wirefu, the persistent theme of brotherhood in Woo's movie is well-executed, the acting is low key and believable. Can't understand the low ratings, except perhaps there's disappointment in anticipating more choreographed action.The tale of corruption, ruthlessness and court intrigues sets the backdrop for the historic fall of the Ming Dynasty to the Manchurian Qing Dynasty. The chaos, killings, double betrayals, etc. characterize the perils of a realm in decay, and the ascend of an external threat. The movie is stronger for not shying away from the portrayal and in offering an uncomfortable end.For once, the plot, characters and the historic backdrop actually held my interest more than the swordplay. For this I awarded a higher rating to mitigate the down votes from those expecting a wuxia blood splattered wirefu action and were disappointed to see mediocre bladework."
84,绣春刀,4,kosmasp,"The international title is very fitting, though I can't tell you what the original title means. If you like Eastern movies, and especially the ones with swords involved in the action, you will like this too. The action is amazing and you can tell it's never easy to shoot and make those fights as believable as we see them here.The story is pretty decent and easy to follow (maybe to easy for some, but you can't always have complex stories). It's about Honor, love and betrayal, so some might call it overly dramatic in its structure, but you have to have some pillars to build your story around. And then have the fighting mean something: Great stunts and good enough acting overall"
85,绣春刀,5,Foutainoflife,"This movie has some awesome action scenes. It is centered around Imperial Assassins being caught in the crosshairs of corruption. It is literally a tale where you can't win for losing. There's some drama to it that was sorta ""blah"" but the action scenes make up for it. I enjoyed it."
86,绣春刀,6,kluseba,"Brotherhood of Blades is a very entertaining wu xia movie. It combines dynamic martial arts and sword fights with historical costumes and settings and a dramatic dose of suspense in form of complex conspiracies. The greatest thing about the movie is that its outcome is quite unpredictable. Until the final fifteen minutes, it's not exactly clear who is friend and who is foe. This is a welcome change to Hollywood films featuring a lone wolf protagonist who fights his corrupted superiors. Until the final scene, it remains a mystery who is going to survive or not. Once again, this is a great change from Hollywood movies featuring a protagonist who is going to survive against all odds. This film will keep you on the edge of your seat until its dramatic resolution.The story revolves around three Imperial Assassins who are charged to eliminate powerful eunuch Wei who has become a nuisance for the young Ming dynasty emperor. However, the leader of the trio decides to spare the eunuch and accepts a bribe instead without telling his colleagues. Back in the capital, the three sworn brothers are both tracked down by the eunuch's numerous followers who want them to take their secret to the grave and by suspicious government officials who realizes something is afoul. As if that weren't enough, they have to face numerous personal challenges. The youngest of the trio has fallen in love with the local pharmacist's daughter, the second assassin wants to buy the freedom of a prostitute who despises him for having participated in killing her family and the oldest assassin is tricked into getting promoted to be under constant surveillance. The trio decides it must flee the capital city in order to save their lives but their enemies give everything to try to prevent their escape.Aside the fascinating story, the movie convinces with a gloomy and tense atmosphere that brings the dying Ming dynasty back to life. The emotional acting performances are very solid and show three overall sympathetic protagonists with strong moral compasses but quite a few personal weaknesses as well which makes them dynamic and round characters. The fight choreographies are intense and not as exaggerated as one is used to from numerous other wu xia movies. This approach suits the film's more authentic tone.Brotherhood of Blades might not reinvent the genre but is one of the very best movies of its kind in recent memory. Especially the plot is truly intriguing while the film's atmosphere, settings, acting and choreographies are other positive elements. The movie became such an unexpected success that it spun off a prequel released three years later. If you like Asian cinema, you can't go wrong with Brotherhood of Blades."
87,绣春刀,7,kelly-gaudreau,I am beginning to find myself as a fan of wuxia films. They are proving to be entertaining and the storylines do keep you involved. Thoroughly enjoyed the Brotherhood.
88,绣春刀,8,skullfire-48012,"Well acted, scripted and directed, there's nothing to not like about this film."
89,绣春刀,9,Leofwine_draca,"BROTHERHOOD OF BLADES is a film blessed with an interesting, conspiracy-focused historical storyline and some watchable action sequences, but it also suffers from the problems associated with mainland Chinese cinema. Thus, we get a relatively simple storyline that's bagged down in endless padding with lots of unnecessary dialogue, character and complexity that adds nothing at all apart from to slow down the proceedings. In addition, the casting is particularly bland, with lots of earnest but interchangeable faces adding nothing to the fun. I had the pleasure of watching this on Blu-ray and it looks beautiful in high definition, with costumes, staging and action handled well, so it's just a pity that it didn't have a bit more substance to it."
90,西游记之大闹天宫,1,xxXStarWarriorXxx,"Okay, it's not exactly 'Lord of the Rings' but it's not as bad as the reviewers here say it is. People complaining about lack of depth and change in characters, most of them are deities so what do you expect. I thought the visuals, costumes, make-up etc were also excellent. It may appear as a kid's movie for some but thats a good thing, it can be enjoyed by all ages. I couldn't believe the guy that played Monkey King is the same guy who played IP MAN, wasn't an easy job but he pulled it off and other actors were also great. I'm actually looking forward to the sequel if it is in the making I would recommend it to anyone, don't believe the reviews they're just talking rubbish."
91,西游记之大闹天宫,2,sugarmack,"I just saw this film with my mother, a 65-year old Chinese woman (who has trained under some masters of kung fu), who grew up reading the stories of the Monkey King (whereas I'm more familiar with the Japanese Series, 'Monkey Magic'). My mother was delighted at how faithful this film was, with so many of the characters and substories being very close to how she remembers them.Unlike other reviewers, we found the CGI to be quite good (a couple of bad spots, but in other places, stunning!) We thought the acting and direction was also really good. Donnie Yen is such a wonderful and naughty monkey. His movement is fantastic, whether he was fighting or being a lazy monkey. Chow Yun Fat a benevolent Jade Emperor, and Aaron Kwok a coolly evil demon king.The film is also incredibly fun. This isn't going to win any Oscars, but if you're out to have fun, it's a better adaptation of the beginning of Journey to the West than most."
92,西游记之大闹天宫,3,thesimpsonatsixam,"Before starting my review, I would like to state that I grew up on old Hong Kong series. I have experienced many versions of Journey to the West, including the 1986 version(the one I enjoyed most).I have seen many bad reviews on this movie due to it's over-the-top cgi, bad translations, and poor plot. With the exception of bad translation, I have to disagree with the other two points.The CGI is a bit over exaggerated, but the viewer has to accept the movie's setting before they can actually enjoy the ride. It is not your every day thriller, but more of a mythology. Although there are a few scenes with 1-2 seconds flash of unpolished CGI, the CGI overall is not bad at all. Tying back to my experiences with Hong Kong series, most of them had aerial flights, small styrofoam explosions, and clunky lasers, but it did not deter me from how the series were overall great. As a recap, don't look at the CGI as a turn off, but enjoy it as an enhancement to your epic ride.The plot was a well condensed version of Journey to the West series. These series were often countless episodes, which is fine because they cater to a certain type of audience. However, The Monkey King(2014) is adapted and made for younger and foreign audiences. The film gives you the typical plot with the struggle of good and evil and eventually the good winning the fight.Yes, like other epics, the movie shows the up-and-coming of the hero(sun wu kong) that eventually triumphs evil, but the film has many underlying Chinese philosophies that can be realized with a little bit knowledge about Bhuddism, the dominant religion in Asia (where the movie was made). The end fight when Sun Wu Kong was hit on the head with his own weapon was literally a slap on the head for him to look back at his actions. That split of a second, which could be an indefinite amount of time for a deity, Chang'e taught him (with very bad translations) the costs of immortality.Enough of the philosophy talk and lets move on into the fun winks to the audience that have had the opportunity to watch the Journey to the West series. From the 72 tricks and 3 knocks on the head Sun Wu Kong received from his master to the released of the horses in heaven, there are many scenes where the movie stay true to the original series. Off course the film had to have it's own taste on the story, but it never deviates too far from the original. Events may be out of placed, but they were in the movies at specific time slots that would make sense to the new twist on a classic story.My tip before watching the movie is to just be open minded about the culture and have a fun time."
93,西游记之大闹天宫,4,caseymoviemania,"When THE MONKEY KING debuted the teaser trailer sometimes last year, I was doubtful whether Donnie Yen was really up for the legendary Sun Wukong role or not. Even the glimpse of the special effects doesn't look engaging enough to convince me whatsoever. However, upon finally watching it, this nearly four-years-in-the-making production proves to be a well-worthy cinematic experience after all.WHAT IS IT ALL ABOUT?During an ongoing war between god and demon on the Heavenly Palace, Bull Demon King (Aaron Kwok) lost the battle against Jade Emperor (Chow Yun-Fat). However, Jade Emperor's daughter, Princess Iron Fan (Joe Fan), begs her father for mercy because she loves Bull Demon King very much. Jade Emperor ends up banishing both of them to the Fire Mountain and forbids them to enter Heavenly Palace ever again. Meanwhile, a monkey spirit is born out from Princess Nuwa's (Zhang Zilin) magic stones which later grows up as a mischievous adult. Soon he is trained under Master Puti (Tian Hai Yi) and names him as Sun Wukong. After Wukong completed his master's training, he returns to the Mountain of Flowers and Fruits where he originally belongs to reunite with his fellow monkey clan and calls himself as Handsome Monkey King. Trouble arrives when Bull Demon King sees Wukong as his golden opportunity to use him as bait to access Heavenly Palace, while waiting for the right moment to wage war against the god all over again.THE GOOD STUFFLast seen in 2012's MOTORWAY, Soi Cheang's direction is colorful and yet entertaining enough to please most of the die-hard fans of the Sun Wukong story. Speaking of story, Szeto Kam Yuen's and Edmond Wong's screenplay is a fairly satisfying combination of action, comedy, romance and fantastical elements all rolled into slick package. Christopher Young's music score, in the meantime, is simply majestic. The action sequence, which is choreographed by Donnie Yen himself, is often exhilarating and epic in scope.As Sun Wukong, Donnie Yen has successfully delivers one of his best performances ever seen since IP MAN (2008) and IP MAN 2 (2010). And likewise, he proves to be such a nimble fighter as usual, especially when he uses his golden staff. Other actors, such as Peter Ho as the scheming Erlangshen and Chow Yun-Fat as the noble Jade Emperor, are equally acceptable as well.MOST MEMORABLE MOMENT(S)The ""all-hell-breaks-loose"" duels during the movie's spectacular finale.THE BAD STUFFDespite the hefty amount spent on the budget, the special effects are average at best. Even there are times the special effects looks like a rushed job. Some of the other cast, including Aaron Kwok's villainous turn as Bull Demon King, Kelly Chen as Guanyin and Gigi Leung as Chang'E, are sadly underwritten.FINAL WORDSWhile THE MONKEY KING is far from the best movie adaptation ever seen from Wu Cheng'en's classical novel of Journey to the West, it remains a satisfying effort worth checking out for this Chinese New Year.caseymoviemania.blogspot.com"
94,西游记之大闹天宫,5,dubbska,"When reviewing The Monkey King, most reviewers forget the purpose of the movie: G RATED entertainment meant for ALL AGES. Teeners will abuse the CGi lame bits, film enthusiasts will lament to the point of misguided critique as to the lack of depth building and plot complexities as portrayed by the original books and film purists will pick every personal gripe until the bones appear.... However at the end of the day as a family movie for all ages old and young it is a definite winner.As a absolute devoted fan since the 70's of the NipponTV incarnation of this tale, it was absolutely fun to watch with my kids and parents as the Director intended, to introduce and showcase a very popular traditional Chinese story to a larger demographic western audience with a modern feel and fun easy to digest storyline. (Thus the use of some headline artists in the main roles)The obvious details of the screenplay to book adaption aside, Donny Yen really brings SUN WUKONG to animated life much as he re-birthed IP MAN for modern audiences.A truly memorable performance by Chow Yun Fat and supporting casts makes it a benchmark movie amongst the last few recent ""MONKEY"" re-envisaged movies of recent years.Maybe not a movie for the full on Chinese mythology traditionalist but certainly one NOT TO MISS for the dedicated devotee of the MONKEY story sub genre."
95,西游记之大闹天宫,6,shawneofthedead,"On paper, everything about The Monkey King screams blockbuster. It's an adaptation of Journey To The West, the classic Chinese novel which tells the hugely-beloved tale of a daring, gifted monkey who falls from the heavens and must find his way back again. It stars three of Chinese cinema's most familiar and respected faces: Donnie Yen, Chow Yun-Fat and Aaron Kwok. Hollywood talents have been recruited to oversee the make-up and special effects for the film. In theory, this is a film to get enormously excited about.In practice, everything about The Monkey King screams travesty. The movie is remarkably faithful to some elements of the novel, and deviates tragically in others. All three stars are hamstrung in their roles, forced to play the fool or brood anti-heroically in place of a script that actually gives them something real and meaty to do. The CGI is mostly awful, and the make-up/costumes almost laughably amateurish. Brew all those mistakes together, and director Cheang Pou-Soi has really mucked it up big-time.The film opens with an epic war in the heavens, one that results in the goddess Nüwa having to sacrifice herself to rebuild the celestial palace of the Jade Emperor (Chow). Monkey (Yen) is one of the vestiges of Nüwa's grace, cast down to the mortal realm and trapped in a mountain. Monkey's fate, so it seems, can bring peace or chaos; his own mischievous personality balanced between good and evil. As he trains with a pack of human disciples who mock him for being more simian than they are, Monkey picks up skills, weapons, and a monumental ego. Soon, he establishes himself as the King of Huaguo Mountain, where he lives with his obedient flock of monkeys. But, under the manipulative influence of the Bull Demon King (Kwok), Monkey soon finds himself returning to the heavenly palace to wreak havoc beyond anyone's worst nightmares.Journey To The West is, truly, a marvellous source of material for a film adaptation: it's morally rich, thematically complex and spiritually enlightening, with huge helpings of adventure, fantasy and derring-do. The allegory, of course, is one that chimes with the Buddhist scriptures: the hubris of Monkey doubles as that of humankind, the notion that we believe ourselves to be somehow greater and more important than we are, that we can rail against the heavens and win. Monkey's journey is one of humility and, eventually, enlightenment.Almost miraculously, The Monkey King - which focuses on Monkey's fall from grace, a mix of his own arrogance and the demonic lies he unfortunately chooses to believe - wastes almost every iota of the novel's magic and potential. The script is dreadful, blundering from scene to scene with little care for continuity or character development. It dutifully checks off each stage of Monkey's rebellion against the Jade Emperor - from anointing himself the Great Sage Equal To Heaven to, briefly, becoming the divine horsekeeper and later eating forbidden celestial peaches - but fails to connect any of them in a meaningful way. In fact, it shambles about so much that it becomes unintentionally funny.You might think that the three actors holding up the film might salvage it in some way. They do, and they don't, largely because the terrible script prevents them from doing much good. Yen manages to be charismatically cheeky as Monkey, even though he seems to think that acting like a monkey involves blinking a lot and very fast. He gets approximately one scene to tumble through the air with his trademark acrobatic grace, after which he's submerged beneath a maelstrom of CGI and wirework. Kwok has been set to dark, brooding mode, which he does quite well, but he never really bothers to snap out of it. Chow, with his blue contact lenses, is the only one who seems to be in on the joke, twinkling his way through scenes that require him to throw off extraneous lines of dialogue or float unconscious in mid-air.It's hard to shake the feeling, too, that most of the film's budget went to securing the services of Yen, Kwok and Chow. The other actors seem to have wandered in from a grade-school production of Journey To The West, dressed in costumes they might as well have made themselves. Peter Ho, in particular, is hilariously bad as Er Lang Shen, the devious celestial deity who has it in for Monkey. Through much of his unfortunately considerable screen-time, Ho looks permanently constipated. Cameos from the likes of pop singers Kelly Chen and Gigi Leung - the former plays Guan Yin, Goddess Of Mercy, and the latter the immortal moon-dwelling Chang'E - add to the generally trippy effect of the film.The special effects are, on the whole, terrible: a lot of the time, the film feels like a creaky albeit well-intentioned television adaptation from the 1970s, which is unfortunate given the forty intervening years of technological development. Everything is green-screened within an inch of its life, and almost all of it feels awfully fake. Some moments are nicely-rendered, but those are soon forgotten beneath the deluge of psychedelic Buddhas and sparkly goddesses. Leave us not forget the costumes, which look as if they were picked up from a store dumping its unwanted Halloween stock.If you can suffer through the first two-thirds of the film, The Monkey King actually seems to find its feet in its final half-hour. The action beats have a genuine snap of tension and the drama is rounded out by a welcome touch of comedy. It's still a surreal and not altogether well- put-together mess, but it's a great deal more effective in a narrative sense. Too bad it comes about an hour after the audience has run out of doubt from which the film can benefit."
96,西游记之大闹天宫,7,kctiong,"Do not watch this at the cinema as it not worth your time or money. Don't even bother renting it as you are better off not seeing this version of ""The Monkey King"". Why you may ask.. well I'll list it in point form below (spoilers free.. no worries). 1. Poor writing, dialogues and story line. 2. Not faithful to the source material. 3. Worst CGI ever to grace the silver screen. Literally... Even a sub par video game CG is much better than this and this movie consist of 70% CG which is really really unbearable to watch and to sit through. Lots and lots of lazy CG work where they copy and paste the same model over and over again. 4. Fight sequence are horribly choreographed. Even Donnie Yen's star power can't save it. 5. No character development in the story whatsoever. You don't even bother or care about any of the characters on screen. 6. The costumes for the animals humonoid are simply horrible. Even sesame street is better than this."
97,西游记之大闹天宫,8,rodneyrivera,"No spoilers... It is just a intro to Chinese folklore....I got It...for westerners this it is a fun fare. I know the history...but they left out so much...but I found it to be very entertaining.It was funny emotional and very captive, I thought that Donnie... like always...he delivers and goes thru all the way...listen don't put it down so much, put the bias a side and you will find it shorter that the long hour of watching the whole soap...I like it and I watched those long month of the soaps...enjoy...I did...I would like to see what the sequel hold for us...man I love it...they got me from beginning to end. Yet To me Donnie Yen could do no wrong...ass does Jet Li."
